0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
1.31333e-05 0 0 0 	0 0 0 0 	0 0 0 0 	
5.66256e-05 0 0 0 	0 0 0 0 	0 0 0 0 	
0.000142033 0 0 0 	0 0 0 0 	0 0 0 0 	
0.00028062 0 0 0 	0 0 0 0 	0 0 0 0 	
0.000483307 0 0 0 	0 0 0 0 	0 0 0 0 	
0.00076061 0 0 0 	0 0 0 0 	0 0 0 0 	
0.00112259 0 0 0 	0 0 0 0 	0 0 0 0 	
0.00157879 0 0 0 	0 0 0 0 	0 0 0 0 	
0.00213821 0 0 0 	0 0 0.0059341 0 	0 0 0 0 	
0.00280923 0 0 0 	0 0 0.0160938 0 	0 0 0 0 	
0.00359959 0 0 0 	0 0 0.0262587 0 	0 0 0 0 	
0.00451629 0 0 0 	0 0 0.0364142 0 	0 0 0 0 	
0.0055656 0 0 0 	0 0 0.0465456 0 	0 0 0 0 	
0.00675298 0 0 0 	0 0 0.0566379 0 	0 0 0 0 	
0.00808304 0 0 0 	0 0 0.0666759 0 	0 0 0 0 	
0.00955954 0 0 0 	0 0 0.0766444 0 	0 0 0 0 	
0.0111853 0 0 0 	0 0 0.0865279 0 	0 0 0 0 	
0.0129624 0 0 0 	0 0 0.096311 0 	0 0 0 0 	
0.0148916 0 0 0 	0 0 0.105978 0 	0 0 0 0 	
0.0169732 0 0 0 	0 0 0.115514 0 	0 0 0 0 	
0.0192061 0 0 0 	0 0 0.124902 0 	0 0 0 0 	
0.0215884 0 0 0 	0 0 0.134128 0 	0 0 0 0 	
0.0241174 0 0 0 	0 0 0.143176 0 	0 0 0 0 	
0.0267893 0 0 0 	0 0 0.152031 0 	0 0 0 0 	
0.0295992 0 0 0 	0 0 0.160678 0 	0 0 0 0 	
0.0325415 0 0 0 	0 0 0.169102 0 	0 0 0 0 	
0.0356097 0 0 0 	0 0 0.177288 0 	0 0 0 0 	
0.0387964 0 0 0 	0 0 0.185223 0 	0 0 0 0 	
0.0420931 0 0 0 	0 0 0.192891 0 	0 0 0 0 	
0.0454908 0 0 0 	0 0 0.20028 0 	0 0 0 0 	
0.0489797 0 0 0 	0 0 0.207376 0 	0 0 0 0 	
0.052549 0 0 0 	0 0 0.214166 0 	0 0 0 0 	
0.0561876 0 0 0 	0 0 0.220637 0 	0 0 0 0 	
0.0598834 0 0 0 	0 0 0.226779 0 	0 0 0 0 	
0.063624 0 0 0 	0 0 0.232579 0 	0 0 0 0 	
0.0673963 0 0 0 	0 0 0.238027 0 	0 0 0 0 	
0.0711869 0 0 0 	0 0 0.243112 0 	0 0 0 0 	
0.0749818 0 0 0 	0 0 0.247824 0 	0 0 0 0 	
0.0787667 0 0 0 	0 0 0.252155 0 	0 0 0 0 	
0.0825272 0 0 0 	0 0 0.256095 0 	0 0 0 0 	
0.0862484 0 0 0 	0 0 0.259637 0 	0 0 0 0 	
0.0899155 0 0 0 	0 0 0.262774 0 	0 0 0 0 	
0.0935134 0 0 0 	0 0 0.265499 0 	0 0 0 0 	
0.0970271 0 0 0 	0 0 0.267806 0 	0 0 0 0 	
0.100442 0 0 0 	0 0 0.26969 0 	0 0 0 0 	
0.103742 0 0 0 	0 0 0.271147 0 	0 0 0 0 	
0.106914 0 0 0 	0 0 0.272172 0 	0 0 0 0 	
0.109943 0 0 0 	0 0 0.272763 0 	0 0 0 0 	
0.112814 0 0 0 	0 0 0.272918 0 	0 0 0 0 	
0.115514 0 0 0 	0 0 0.272634 0 	0 0 0 0 	
0.118029 0 0 0 	0 0 0.271911 0 	0 0 0 0 	
0.120347 0 0 0 	0 0 0.270749 0 	0 0 0 0 	
0.122455 0 0 0 	0 0 0.269148 0 	0 0 0 0 	
0.124352 0 0 0 	0 0 0.26711 0 	0 0 0 0 	
0.126038 0 0 0 	0 0 0.264641 0 	0 0 0 0 	
0.127512 0 0 0 	0 0 0.261745 0 	0 0 0 0 	
0.12877 0 0 0 	0 0 0.258427 0 	0 0 0 0 	
0.129812 0 0 0 	0 0 0.254694 0 	0 0 0 0 	
0.130636 0 0 0 	0 0 0.250552 0 	0 0 0 0 	
0.131241 0 0 0 	0 0 0.24601 0 	0 0 0 0 	
0.131625 0 0 0 	0 0 0.241075 0 	0 0 0 0 	
0.13179 0 0 0 	0 0 0.235756 0 	0 0 0 0 	
0.131735 0 0 0 	0 0 0.230062 0 	0 0 0 0 	
0.131461 0 0 0 	0 0 0.224005 0 	0 0 0 0 	
0.130968 0 0 0 	0 0 0.217594 0 	0 0 0 0 	
0.130257 0 0 0 	0 0 0.210841 0 	0 0 0 0 	
0.129331 0 0 0 	0 0 0.203758 0 	0 0 0 0 	
0.12819 0 0 0 	0 0 0.196357 0 	0 0 0 0 	
0.126838 0 0 0 	0 0 0.18865 0 	0 0 0 0 	
0.125276 0 0 0 	0 0 0.180652 0 	0 0 0 0 	
0.123509 0 0 0 	0 0 0.172376 0 	0 0 0 0 	
0.121538 0 0 0 	0 0 0.163836 0 	0 0 0 0 	
0.119368 0 0 0 	0 0 0.155047 0 	0 0 0 0 	
0.117003 0 0 0 	0 0 0.146025 0 	0 0 0 0 	
0.114447 0 0 0 	0 0 0.136783 0 	0 0 0 0 	
0.111705 0 0 0 	0 0 0.127339 0 	0 0 0 0 	
0.10878 0 0 0 	0 0 0.117708 0 	0 0 0 0.0169937 	
0.10568 0 0 0 	0 0 0.107907 0 	0 0 0 0.0375972 	
0.102408 0 0 0 	0 0 0.0979525 0 	0 0 0 0.0582738 	
0.098971 0 0 0 	0 0 0.0878608 0 	0 0 0 0.0789723 	
0.0953749 0 0 0 	0 0 0.0776493 0 	0 0 0 0.0996412 	
0.0916258 0 0 0 	0 0 0.0673353 0 	0 0 0 0.120229 	
0.0877303 0 0 0 	0 0 0.056936 0 	0 0 0 0.140685 	
0.083695 0 0 0 	0 0 0.046469 0 	0 0 0 0.160957 	
0.079527 0 0 0 	0 0 0.0359517 0 	0 0 0 0.180995 	
0.0752334 0 0 0 	0 0 0.0254019 0 	0 0 0 0.200748 	
0.0708215 0 0 0 	0 0 0.0148371 0 	0 0 0 0.220166 	
0.066299 0 0 0 	0 0 0.00427506 0 	0 0 0 0.2392 	
0.0616735 0 0 0 	0 0 0 0 	0 0 0 0.2578 	
0.0569529 0 0 0 	0 0 0 0 	0 0 0 0.27593 	
0.0521453 0 0 0 	0 0 0 0 	0 0 0 0.29356 	
0.0472587 0 0 0 	0 0 0 0 	0 0 0 0.310662 	
0.0423016 0 0 0 	0 0 0 0 	0 0 0 0.327208 	
0.0372822 0 0 0 	0 0 0 0 	0 0 0 0.343171 	
0.032209 0 0 0 	0 0 0 0 	0 0 0 0.358525 	
0.0270906 0 0 0 	0 0 0 0 	0 0 0 0.373247 	
0.0219356 0 0 0 	0 0 0 0 	0 0 0 0.387312 	
0.0167527 0 0 0 	0 0 0 0 	0 0 0 0.400698 	
0.0115504 0 0 0 	0 0 0 0 	0 0 0 0.413385 	
0.00633755 0 0 0 	0 0 0 0 	0 0 0 0.425351 	
0.00112284 0 0 0 	0 0 0 0 	0 0 0 0.436579 	
0 0 0 0 	0 0 0 0 	0 0 0 0.447051 	
0 0 0 0 	0 0 0 0 	0 0 0 0.45675 	
0 0 0 0 	0 0 0 0 	0 0 0 0.465662 	
0 0 0 0 	0 0 0 0 	0 0 0 0.473773 	
0 0 0 0 	0 0 0 0 	0 0 0 0.481072 	
0 0 0 0 	0 0 0 0 	0 0 0 0.487547 	
0 0 0 0 	0 0 0 0 	0 0 0 0.493188 	
0 0 0 0 	0 0 0 0 	0 0 0 0.497988 	
0 0 0 0 	0 0 0 0 	0 0 0 0.501941 	
0 0 0 0 	0 0 0 0 	0 0 0 0.50504 	
0 0 0 0 	0 0 0 0 	0 0 0 0.507283 	
0 0 0 0 	0 0 0 0 	0 0 0 0.508667 	
0 0 0 0 	0 0 0 0 	0 0 0 0.509191 	
0 0 0 0 	0 0 0 0 	0 0 0 0.508856 	
0 0 0 0 	0 0 0 0 	0 0 0 0.507663 	
0 0 0 0 	0 0 0 0 	0 0 0 0.505616 	
0 0 0 0 	0 0 0 0 	0 0 0 0.50272 	
0 0 0 0 	0 0 0 0 	0 0 0 0.498982 	
0 0 0 0 	0 0 0 0 	0 0 0 0.494408 	
0 0 0 0 	0 0 0 0 	0 0 0 0.489008 	
0 0 0 0 	0 0 0 0 	0 0 0 0.482792 	
0 0 0 0 	0 0 0 0 	0 0 0 0.475772 	
0 0 0 0 	0 0 0 0 	0 0 0 0.467961 	
0 0 0 0 	0 0 0 0 	0 0 0 0.459373 	
0 0 0 0 	0 0 0 0 	0 0 0 0.450025 	
0 0 0 0 	0 0 0 0 	0 0 0 0.439931 	
0 0 0 0 	0 0 0 0 	0 0 0 0.429112 	
0 0 0 0 	0 0 0 0 	0 0 0 0.417586 	
0 0 0 0 	0 0 0 0 	0 0 0 0.405373 	
0 0 0 0 	0 0 0 0 	0 0 0 0.392504 	
0 0 0 0 	0 0 0 0 	0 0 0 0.37901 	
0 0 0 0 	0 0 0 0 	0 0 0 0.364917 	
0 0 0 0 	0 0 0 0 	0 0 0 0.350257 	
0 0 0 0 	0 0 0 0 	0 0 0 0.335059 	
0 0 0 0 	0 0 0 0 	0 0 0 0.319352 	
0 0 0 0 	0 0 0 0 	0 0 0 0.303169 	
0 0 0 0 	0 0 0 0 	0 0 0 0.286538 	
0 0 0 0 	0 0 0 0 	0 0 0 0.269492 	
0 0 0 0 	0 0 0 0 	0 0 0 0.25206 	
0 0 0 0 	0 0 0 0 	0 0 0 0.234275 	
0 0 0 0 	0 0 0 0 	0 0 0 0.216167 	
0 0 0 0 	0 0 0 0 	0 0 0 0.197766 	
0 0 0 0 	0 0 0 0 	0 0 0 0.179104 	
0 0 0 0 	0 0 0 0 	0 0 0 0.160211 	
0 0 0 0 	0 0 0 0 	0 0 0 0.141118 	
0 0 0 0 	0 0 0 0 	0 0 0 0.121854 	
0 0 0 0 	0 0 0 0 	0 0 0 0.10245 	
0 0 0 0 	0 0 0 0 	0 0 0 0.0829356 	
0 0 0 0 	0 0 0 0 	0 0 0 0.0633407 	
0 0 0 0 	0 0 0 0 	0 0 0 0.0436948 	
0 0 0 0 	0 0 0 0 	0 0 0 0.0240273 	
0 0 0 0 	0 0 0 0 	0 0 0 0.00436762 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0 0 0 	0 0 0 0 	
0 0 0 0 	0 0.000325727 0 0 	0 0 0 0 	
0 0 0 0 	0 0.00221988 0 0 	0 0 0 0 	
0 0 0 0 	0 0.00441015 0 0 	0 0 0 0 	
0 0 0 0 	0 0.00690922 0 0 	0 0 0 0 	
0 0 0 0 	0 0.00972886 0 0 	0 0 0 0 	
0 0 0 0.00497379 	0 0.0128799 0 0 	0 0 0 0 	
0 0 0 0.0102921 	0 0.0163721 0 0 	0 0 0 0 	
0 0 0 0.0155795 	0 0.0202143 0 0 	0 0 0 0 	
0 0 0 0.0208273 	0 0.024414 0 0 	0 0 0 0 	
0 0 0 0.0260267 	0 0.0289779 0 0 	0 0 0 0 	
0 0 0 0.0311691 	0 0.0339111 0 0 	0 0 0 0 	
0 0 0 0.0362461 	0 0.0392178 0 0 	0 0 0 0 	
0 0 0 0.0412493 	0 0.0449007 0 0 	0 0 0 0 	
0 0 0 0.0461706 	0 0.0509613 0 0 	0 0 0 0 	
0 0 0 0.0510017 	0 0.0573996 0 0 	0 0 0 0 	
0 0 0 0.055735 	0 0.0642142 0 0 	0 0 0 0 	
0 0 0 0.0603625 	0 0.0714025 0 0 	0 0 0 0 	
0 0 0 0.0648768 	0 0.0789602 0 0 	0 0 0 0 	
0 0 0 0.0692706 	0 0.0868815 0 0 	0 0 0 0 	
0 0 0 0.0735367 	0 0.0951592 0 0 	0 0 0 0 	
0 0 0 0.0776682 	0 0.103784 0 0 	0 0 0 0 	
0 0 0 0.0816585 	0 0.112747 0 0 	0 0 0 0 	
0 0 0 0.0855011 	0 0.122035 0 0 	0 0 0 0 	
0 0 0 0.0891899 	0 0.131635 0 0 	0 0 0 0 	
0 0 0 0.092719 	0 0.141532 0 0 	0 0 0 0 	
0 0 0 0.0960828 	0 0.151709 0 0 	0 0 0 0 	
0 0 0 0.099276 	0 0.162148 0 0 	0 0 0 0 	
0 0 0 0.102293 	0 0.17283 0 0 	0 0 0 0 	
0 0 0 0.105131 	0 0.183733 0 0 	0 0 0 0 	
0 0 0 0.107783 	0 0.194834 0 0 	0 0 0 0 	
0 0 0 0.110246 	0 0.206111 0 0 	0 0 0 0 	
0 0 0 0.112516 	0 0.217537 0 0 	0 0 0 0 	
0 0 0 0.114591 	0 0.229085 0 0 	0 0 0 0 	
0 0 0 0.116466 	0 0.240727 0 0 	0 0 0 0 	
0 0 0 0.118138 	0 0.252435 0 0 	0 0 0 0 	
0 0 0 0.119607 	0 0.264177 0 0 	0 0 0 0 	
0 0 0 0.120868 	0 0.275923 0 0 	0 0 0 0 	
0 0 0 0.121921 	0 0.287639 0 0 	0 0 0 0 	
